locusId	sysName	type	scaffoldId	strand	old_name	desc	GC	nTA	name	begin	end
15997	b1879	1	7023	-	flhA	flagellar biosynthesis protein A (NCBI)	0.5488	55	flhA	1962972	1965050
15998	b1880	1	7023	-	flhB	flagellar biosynthesis protein B (NCBI)	0.5492	27	flhB	1965043	1966191
15999	b1881	1	7023	-	cheZ	chemotaxis regulator, protein phosphatase for CheY (NCBI)	0.5349	13	cheZ	1966393	1967037
16000	b1882	1	7023	-	cheY	chemotaxis regulator transmitting signal to flagellar motor component (NCBI)	0.4923	10	cheY	1967048	1967437
16001	b1883	1	7023	-	cheB	chemotaxis-specific methylesterase (NCBI)	0.5429	25	cheB	1967452	1968501
16002	b1884	1	7023	-	cheR	chemotaxis regulator, protein-glutamate methyltransferase (NCBI)	0.5424	22	cheR	1968504	1969364
16003	b1885	1	7023	-	tap	methyl-accepting protein IV (NCBI)	0.5356	39	tap	1969383	1970984
16004	b1886	1	7023	-	tar	methyl-accepting chemotaxis protein II (NCBI)	0.5277	49	tar	1971030	1972691
16005	b1887	1	7023	-	cheW	purine-binding chemotaxis protein (NCBI)	0.5198	16	cheW	1972836	1973339
16006	b1888	1	7023	-	cheA	fused chemotactic sensory histidine kinase in two-component regulatory system with CheB and CheY: sensory histidine kinase/signal sensing protein (NCBI)	0.5313	49	cheA	1973360	1975324
16007	b1889	1	7023	-	motB	flagellar motor protein MotB (NCBI)	0.5318	27	motB	1975329	1976255
16008	b1890	1	7023	-	motA	flagellar motor protein MotA (NCBI)	0.5135	27	motA	1976252	1977139
16009	b1891	1	7023	-	flhC	DNA-binding transcriptional dual regulator with FlhD (NCBI)	0.4905	18	flhC	1977266	1977844
16010	b1892	1	7023	-	flhD	DNA-binding transcriptional dual regulator with FlhC (RefSeq)	0.4644	10	flhD	1977847	1978197
16011	b1893	1	7023	-	insB-5	IS1 transposase InsAB' (NCBI)	0.5456	16	insB5	1978518	1979021
16012	b1894	1	7023	-	insA-5	IS1 repressor protein InsA (NCBI)	0.529	9	insA5	1978940	1979215
16013	b1895	1	7023	+	yecG	universal stress protein (NCBI)	0.4499	18	uspC	1979753	1980181
16014	b1896	1	7023	-	otsA	trehalose-6-phosphate synthase (NCBI)	0.4919	54	otsA	1980188	1981612
16015	b1897	1	7023	-	otsB	trehalose-6-phosphate phosphatase, biosynthetic (NCBI)	0.5056	26	otsB	1981587	1982387
1936623	b4460	1	7023	-	araH	fused L-arabinose transporter subunits of ABC superfamily: membrane components (RefSeq)	0.5117	29	araH	1982554	1983540
16017	b1900	1	7023	-	araG	fused L-arabinose transporter subunits of ABC superfamily: ATP-binding components (NCBI)	0.5228	53	araG	1983555	1985069
16018	b1901	1	7023	-	araF	L-arabinose transporter subunit (NCBI)	0.5182	36	araF	1985139	1986128
16019	b1902	1	7023	+	yecI	predicted ferritin-like protein (NCBI)	0.4782	13	ftnB	1986925	1987428
16020	b4537	1	7023	-	b1903	orf, hypothetical protein (VIMSS)	0.4841	6	yecJ	1987507	1987758
7497354	b4663	1	7023	-	azuC	expressed protein (RefSeq)	0.3908	5	azuC	1987873	1987959
16021	b1904	1	7023	+	yecR	hypothetical protein (NCBI)	0.5031	15	yecR	1988222	1988545
16022	b1905	1	7023	+	ftn	ferritin iron storage protein (cytoplasmic) (NCBI)	0.4277	23	ftnA	1988716	1989213
16023	b1906	1	7023	-	yecH	hypothetical protein (NCBI)	0.4708	8	yecH	1989251	1989490
16024	b1907	1	7023	+	tyrP	tyrosine transporter (NCBI)	0.5124	50	tyrP	1989681	1990892
16025	b1908	1	7023	-	yecA	conserved metal-binding protein (NCBI)	0.53	14	yecA	1990954	1991619
1936626	b1909	5	7023	-	leuZ	tRNA-Leu (NCBI)	0.5977	2	leuZ	1991815	1991901
1936627	b1910	5	7023	-	cysT	tRNA-Cys (NCBI)	0.5676	3	cysT	1991914	1991987
1936628	b1911	5	7023	-	glyW	tRNA-Gly (NCBI)	0.6053	2	glyW	1992042	1992117
16026	b1912	1	7023	-	pgsA	phosphatidylglycerophosphate synthetase (NCBI)	0.5246	16	pgsA	1992269	1992817
16027	b1913	1	7023	-	uvrC	excinuclease ABC, subunit C; repair of UV damage to DNA (VIMSS)	0.5172	60	uvrC	1992874	1994706
16028	b1914	1	7023	-	uvrY	response regulator (NCBI)	0.4977	21	uvrY	1994703	1995359
16029	b1915	1	7023	+	yecF	hypothetical protein (NCBI)	0.48	4	yecF	1995818	1996042
16030	b1916	1	7023	-	sdiA	DNA-binding transcriptional activator (NCBI)	0.4675	27	sdiA	1996110	1996832
16031	b1917	1	7023	-	yecC	predicted transporter subunit: ATP-binding component of ABC superfamily (NCBI)	0.5432	15	tcyN	1997062	1997814
16032	b1918	1	7023	-	yecS	predicted transporter subunit: membrane component of ABC superfamily (NCBI)	0.5277	25	tcyL	1997811	1998479
16033	b1919	1	7023	-	yedO	putative 1-aminocyclopropane-1-carboxylate deaminase (VIMSS)	0.54	24	dcyD	1998494	1999480
16034	b1920	1	7023	-	fliY	cystine transporter subunit (NCBI)	0.4981	25	tcyJ	1999585	2000385
16035	b1921	1	7023	-	fliZ	orf, hypothetical protein (VIMSS)	0.4656	18	fliZ	2000473	2001024
16036	b1922	1	7023	-	fliA	flagellar biosynthesis; alternative sigma factor 28; regulation of flagellar operons (VIMSS)	0.5417	25	fliA	2001070	2001789
16037	b1923	1	7023	-	fliC	flagellin (NCBI)	0.4749	79	fliC	2002110	2003606
16038	b1924	1	7023	+	fliD	flagellar capping protein (NCBI)	0.5224	46	fliD	2003872	2005278
16039	b1925	1	7023	+	fliS	flagellar protein FliS (NCBI)	0.4988	12	fliS	2005303	2005713
16040	b1926	1	7023	+	fliT	predicted chaperone (NCBI)	0.5164	7	fliT	2005713	2006078
16041	b1927	1	7023	+	amyA	cytoplasmic alpha-amylase (NCBI)	0.498	56	amyA	2006156	2007643
16042	b1928	1	7023	-	yedD	hypothetical protein (NCBI)	0.57	14	yedD	2007677	2008090
16043	b1929	1	7023	+	yedE	predicted inner membrane protein (NCBI)	0.5489	31	yedE	2008277	2009482
16044	b1930	1	7023	+	yedF	hypothetical protein (NCBI)	0.4829	9	yedF	2009479	2009712
1936633	b1931	1	7023	+	yedK	hypothetical protein (NCBI)	0.5187	21	yedK	2009821	2010489
16046	b1932	1	7023	+	yedL	predicted acyltransferase (NCBI)	0.4708	17	yedL	2010600	2011079
1936634	b4495	7	7023	-	yedN	NA	0.3185	12	yedN	2011223	2012351
16050	b1936	7	7023	+	intG	predicted defective phage integrase (pseudogene) (RefSeq)	0.5	5	intG	2012502	2012780
16051	b1937	1	7023	-	fliE	flagellar hook-basal body protein FliE (NCBI)	0.5397	10	fliE	2012700	2013014
16052	b1938	1	7023	+	fliF	flagellar M-ring protein (NCBI)	0.5461	47	fliF	2013229	2014887
16053	b1939	1	7023	+	fliG	flagellar motor switch protein G (NCBI)	0.5562	18	fliG	2014880	2015875
16054	b1940	1	7023	+	fliH	flagellar biosynthesis; export of flagellar proteins? (VIMSS)	0.5706	15	fliH	2015868	2016554
16055	b1941	1	7023	+	fliI	flagellum-specific ATP synthase (NCBI)	0.5859	33	fliI	2016554	2017927
16056	b1942	1	7023	+	fliJ	flagellar biosynthesis chaperone (NCBI)	0.5158	10	fliJ	2017946	2018389
16057	b1943	1	7023	+	fliK	flagellar hook-length control protein (NCBI)	0.5488	21	fliK	2018386	2019513
16058	b1944	1	7023	+	fliL	flagellar basal body-associated protein FliL (NCBI)	0.5333	16	fliL	2019618	2020082
16059	b1945	1	7023	+	fliM	flagellar motor switch protein M (NCBI)	0.5333	30	fliM	2020087	2021091
16060	b1946	1	7023	+	fliN	flagellar motor switch protein (NCBI)	0.5507	9	fliN	2021088	2021501
16061	b1947	1	7023	+	fliO	flagellar biosynthesis (VIMSS)	0.5464	8	fliO	2021504	2021869
16062	b1948	1	7023	+	fliP	flagellar biosynthesis protein P (NCBI)	0.5312	21	fliP	2021869	2022606
16063	b1949	1	7023	+	fliQ	flagellar biosynthesis protein Q (NCBI)	0.5037	11	fliQ	2022616	2022885
16064	b1950	1	7023	+	fliR	flagellar biosynthesis protein R (NCBI)	0.4746	27	fliR	2022893	2023678
16065	b1951	1	7023	+	rcsA	DNA-binding transcriptional activator, co-regulator with RcsB (NCBI)	0.3814	32	rcsA	2023968	2024591
16066	b1952	1	7023	-	dsrB	hypothetical protein (NCBI)	0.5132	7	dsrB	2024635	2024823
16067	b1953	1	7023	+	b1953	orf, hypothetical protein (VIMSS)	0.4868	6	yodD	2024986	2025213
1936638	b1954	6	7023	-	dsrA	regulatory antisense RNA (NCBI)	0.4368	3	dsrA	2025223	2025313
16068	b1955	1	7023	+	yedP	hypothetical protein (NCBI)	0.5208	28	yedP	2025511	2026326
16069	b1956	1	7023	-	b1956	orf, hypothetical protein (VIMSS)	0.5139	60	dgcQ	2026323	2028017
16070	b1957	1	7023	-	yodC	hypothetical protein (NCBI)	0.5301	6	yodC	2028188	2028370
16071	b1958	1	7023	-	yedI	conserved inner membrane protein (NCBI)	0.5305	31	yedI	2028449	2029366
16072	b1959	1	7023	+	yedA	predicted inner membrane protein (NCBI)	0.5364	32	yedA	2029539	2030459
16073	b1960	1	7023	-	vsr	DNA mismatch endonuclease of very short patch repair (NCBI)	0.5605	14	vsr	2030448	2030918
16074	b1961	1	7023	-	dcm	DNA cytosine methylase (NCBI)	0.5215	42	dcm	2030899	2032317
16075	b1962	1	7023	-	yedJ	predicted phosphohydrolase (NCBI)	0.5445	13	yedJ	2032384	2033079
16076	b1963	1	7023	-	b1963	orf, hypothetical protein (VIMSS)	0.5	13	drpB	2033119	2033421
3446183	b4603	6	7023	+	rseX	sRNA regulating ompA and ompC translation, with Hfq (RefSeq)	0.3516	5	rseX	2033649	2033739
1936641	b4496	7	7023	+	yedS	NA	0.4568	57	yedS	2034051	2035243
16080	b1967	1	7023	+	hchA	chaperone protein HchA (NCBI)	0.4859	29	hchA	2035835	2036686
16081	b1968	1	7023	-	yedV	predicted sensory kinase in two-component regulatory system with YedW (NCBI)	0.3966	83	hprS	2036794	2038152
16082	b1969	1	7023	-	yedW	putative 2-component transcriptional regulator (VIMSS)	0.4479	28	hprR	2038152	2038823
16083	b1970	1	7023	+	yedX	hypothetical protein (NCBI)	0.4179	19	hiuH	2038956	2039369
16084	b1971	1	7023	+	yedY	hypothetical protein (NCBI)	0.5214	36	msrP	2039478	2040482
16085	b1972	1	7023	+	yedZ	hypothetical protein (NCBI)	0.4796	33	msrQ	2040483	2041118
16086	b1973	1	7023	+	yodA	conserved metal-binding protein (NCBI)	0.3825	35	zinT	2041375	2042025
16087	b1974	1	7023	+	yodB	putative cytochrome (VIMSS)	0.4218	29	yodB	2042368	2042898
1936644	b1975	5	7023	-	serU	tRNA-Ser (NCBI)	0.6333	2	serU	2043468	2043557
16088	b1976	1	7023	+	b1976	orf, hypothetical protein (VIMSS)	0.4586	26	mtfA	2043651	2044448
1936646	b1977	5	7023	+	asnT	tRNA-Asn (NCBI)	0.5263	3	asnT	2044549	2044624
16089	b1978	1	7023	+	yeeJ	adhesin (RefSeq)	0.4999	270	yeeJ	2044995	2052014
1936648	b4497	7	7023	-	yeeL	NA	0.3875	66	yeeL	2052276	2053328
16092	b1981	1	7023	+	shiA	shikimate transporter (NCBI)	0.5042	49	shiA	2053643	2054959
16093	b1982	1	7023	+	amn	AMP nucleosidase (NCBI)	0.5024	57	amn	2055061	2056515
16094	b1983	1	7023	+	yeeN	hypothetical protein (NCBI)	0.3989	33	yeeN	2056858	2057574
1936649	b1984	5	7023	-	asnW	tRNA-Asn (NCBI)	0.5263	4	asnW	2058027	2058102
16095	b1985	1	7023	-	yeeO	predicted multidrug efflux system (RefSeq)	0.494	66	yeeO	2058203	2059846
1936650	b1986	5	7023	+	asnU	tRNA-Asn (NCBI)	0.5263	3	asnU	2059851	2059926
16096	b1987	1	7023	-	cbl	DNA-binding transcriptional activator of cysteine biosynthesis (NCBI)	0.4826	35	cbl	2059964	2060914
16097	b1988	1	7023	-	nac	DNA-binding transcriptional dual regulator of nitrogen assimilation (NCBI)	0.4815	34	nac	2061016	2061933
1936651	b1989	5	7023	+	asnV	tRNA-Asn (NCBI)	0.5263	3	asnV	2062260	2062335
16098	b1990	1	7023	-	erfK	conserved protein with NAD(P)-binding Rossmann-fold domain (NCBI)	0.4962	38	ldtA	2062391	2063323
16099	b1991	1	7023	-	cobT	nicotinate-nucleotide--dimethylbenzimidazolephosphoribosyltransferase (NCBI)	0.513	34	cobT	2063388	2064467
16100	b1992	1	7023	-	cobS	cobalamin synthase (NCBI)	0.5349	25	cobS	2064479	2065222
16101	b1993	1	7023	-	cobU	adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase (NCBI)	0.5055	18	cobU	2065219	2065764
3446185	b4639	7	7023	-	yeeH	NA	0.4138	5	yeeH	2066068	2066154
16102	b1994	1	7023	-	insH-6	CP4-44 prophage; IS5 transposase and trans-activator (NCBI)	0.5467	14	insH6	2066305	2067285
3446187	b4640	7	7023	-	yoeG	NA	0.4146	26	yoeG	2067360	2067892
3446189	b4641	7	7023	-	yoeH	NA	0.4025	8	yoeH	2068261	2068419
1936652	b4582	7	7023	+	yoeA	NA	0.4474	10	yoeA	NA	NA
16104	b1996	1	7023	-	insD-3	CP4-44 prophage; IS2 insertion element transposase InsAB' (NCBI)	0.5508	25	insD3	2068952	2069857
1936653	b1997	1	7023	-	insC	KpLE2 phage-like element; IS2 insertion element repressor InsA (RefSeq)	0.5301	8	insC3	2069815	2070180
16107	b1999	7	7023	+	yeeP	putative histone (VIMSS)	0.5833	11	yeeP	2070786	2071211
1936655	b4435	6	7023	+	isrC	unknown RNA (NCBI)	0.4265	12	isrC	2071317	2071511
1936656	b2000	1	7023	+	flu	CP4-44 prophage; antigen 43 (Ag43) phase-variable biofilm formation autotransporter (NCBI)	0.5824	75	flu	2071539	2074658
16109	b2001	1	7023	+	b2001	orf, hypothetical protein (VIMSS)	0.5029	39	yeeR	2074779	2076311
16110	b2002	1	7023	+	yeeS	CP4-44 prophage; predicted DNA repair protein (NCBI)	0.5817	9	yeeS	2076308	2076754
16111	b2003	1	7023	+	yeeT	CP4-44 prophage; predicted protein (NCBI)	0.527	9	yeeT	2076817	2077038
16112	b2004	1	7023	+	yeeU	CP4-44 prophage; antitoxin of the YeeV-YeeU toxin-antitoxin system (NCBI)	0.5718	9	cbeA	2077112	2077480
16113	b2005	1	7023	+	yeeV	CP4-44 prophage; toxin of the YeeV-YeeU toxin-antitoxin system (NCBI)	0.5307	11	cbtA	2077569	2077943
16114	b2006	7	7023	+	yeeW	CP4-44 prophage; predicted protein (RefSeq)	0.4881	9	yeeW	2077940	2078134
3446191	b4642	7	7023	-	yoeD	NA	0.5271	5	yoeD	2078549	2078677
1936658	b4538	7	7023	+	yoeF	hypothetical protein (RefSeq)	0.4301	11	yoeF	2078575	2078931
16115	b2007	1	7023	-	yeeX	conserved protein (RefSeq)	0.4788	5	tmaR	2079032	2079361
16116	b2008	1	7023	-	yeeA	conserved inner membrane protein (NCBI)	0.508	38	yeeA	2079533	2080591
16117	b2009	1	7023	-	sbmC	DNA gyrase inhibitor (NCBI)	0.4726	20	sbmC	2080789	2081262
16118	b2010	1	7023	-	dacD	penicillin binding protein 6b (VIMSS)	0.4927	44	dacD	2081381	2082547
16119	b2011	1	7023	+	sbcB	exonuclease I (NCBI)	0.5007	60	sbcB	2082756	2084183
16120	b2012	1	7023	-	yeeD	hypothetical protein (NCBI)	0.5044	3	tsuB	2084226	2084453
16121	b2013	1	7023	-	yeeE	predicted inner membrane protein (NCBI)	0.5042	39	tsuA	2084467	2085525
16122	b2014	1	7023	-	yeeF	putative amino acid/amine transport protein (VIMSS)	0.5269	44	plaP	2085704	2087062
7497355	b4678	1	7023	-	yoeI	expressed protein (RefSeq)	0.4444	3	yoeI	2087052	2087114
16123	b2015	1	7023	-	yeeY	putative transcriptional regulator LYSR-type (VIMSS)	0.5043	30	yeeY	2087329	2088258
16124	b2016	1	7023	-	yeeZ	predicted epimerase, with NAD(P)-binding Rossmann-fold domain (NCBI)	0.5188	38	yeeZ	2088304	2089128
1936663	b4539	1	7023	-	yoeB	toxin of the YoeB-YefM toxin-antitoxin system (NCBI)	0.4431	12	yoeB	2089211	2089465
16125	b2017	1	7023	-	yefM	orf, hypothetical protein (VIMSS)	0.4841	7	yefM	2089462	2089713
16126	b2018	1	7023	+	hisL	his operon leader peptide (NCBI)	0.4314	1	hisL	2089996	2090046
16127	b2019	1	7023	+	hisG	ATP phosphoribosyltransferase (NCBI)	0.5411	22	hisG	2090192	2091091
16128	b2020	1	7023	+	hisD	histidinol dehydrogenase (NCBI)	0.5808	32	hisD	2091097	2092401
16129	b2021	1	7023	+	hisC	histidinol-phosphate aminotransferase (NCBI)	0.5537	34	hisC	2092398	2093468
16130	b2022	1	7023	+	hisB	imidazoleglycerolphosphate dehydratase and histidinol-phosphate phosphatase (VIMSS)	0.5337	32	hisB	2093468	2094535
16131	b2023	1	7023	+	hisH	imidazole glycerol phosphate synthase subunit HisH (NCBI)	0.5668	16	hisH	2094535	2095125
16132	b2024	1	7023	+	hisA	N-(5'-phospho-L-ribosyl-formimino)-5-amino-1-(5'- phosphoribosyl)-4-imidazolecarboxamide isomerase (VIMSS)	0.5718	20	hisA	2095125	2095862
16133	b2025	1	7023	+	hisF	imidazole glycerol phosphate synthase subunit HisF (NCBI)	0.5187	24	hisF	2095844	2096620
16134	b2026	1	7023	+	hisI	bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP pyrophosphatase protein (NCBI)	0.5458	14	hisI	2096614	2097225
16135	b2027	1	7023	-	wzzB	regulator of length of O-antigen component of lipopolysaccharide chains (VIMSS)	0.4587	37	wzzB	2097321	2098301
16136	b2028	1	7023	-	ugd	UDP-glucose 6-dehydrogenase (NCBI)	0.4379	63	ugd	2098447	2099613
16137	b2029	1	7023	-	gnd	6-phosphogluconate dehydrogenase (NCBI)	0.5018	50	gnd	2099862	2101268
1936668	b4571	7	7023	-	wbbL	NA	0.3639	19	wbbL	NA	NA
16139	b2030	1	7023	-	insH-7	IS5 transposase and trans-activator (NCBI)	0.5467	13	insH7	2101895	2102875
16140	b2032	1	7023	-	wbbK	lipopolysaccharide biosynthesis protein (NCBI)	0.319	84	wbbK	2103391	2104509
16141	b2033	1	7023	-	wbbJ	predicted acyl transferase (NCBI)	0.4061	32	wbbJ	2104494	2105084
16142	b2034	1	7023	-	wbbI	hypothetical protein (NCBI)	0.3595	66	wbbI	2105065	2106057
16143	b2035	1	7023	-	wbbH	O-antigen polymerase (NCBI)	0.3231	101	wbbH	2106060	2107226
16144	b2036	1	7023	-	glf	UDP-galactopyranose mutase, FAD/NAD(P)-binding (NCBI)	0.356	80	glf	2107226	2108329
16145	b2037	1	7023	-	rfbX	predicted polisoprenol-linked O-antigen transporter (NCBI)	0.3542	97	rfbX	2108337	2109584
16146	b2038	1	7023	-	rfbC	dTDP-4-deoxyrhamnose-3,5-epimerase (NCBI)	0.3871	24	rfbC	2109581	2110138
16147	b2039	1	7023	-	rfbA	glucose-1-phosphate thymidylyltransferase (NCBI)	0.4274	46	rfbA	2110138	2111019
16148	b2040	1	7023	-	rfbD	dTDP-4-dehydrorhamnose reductase subunit, NAD(P)-binding, of dTDP-L-rhamnose synthase (NCBI)	0.4656	40	rfbD	2111077	2111976
16149	b2041	1	7023	-	rfbB	dTDP-glucose 4,6 dehydratase, NAD(P)-binding (NCBI)	0.4365	50	rfbB	2111976	2113061
16150	b2042	1	7023	-	galF	predicted subunit with GalU (NCBI)	0.5168	23	galF	2113434	2114327
16151	b2043	1	7023	-	wcaM	predicted colanic acid biosynthesis protein (NCBI)	0.471	60	wcaM	2114502	2115896
16152	b2044	1	7023	-	wcaL	predicted glycosyl transferase (NCBI)	0.5487	31	wcaL	2115907	2117127
16153	b2045	1	7023	-	wcaK	predicted pyruvyl transferase (NCBI)	0.5433	32	wcaK	2117124	2118404
16154	b2046	1	7023	-	wzxC	colanic acid exporter (NCBI)	0.5409	47	wzxC	2118680	2120158
16155	b2047	1	7023	-	wcaJ	predicted UDP-glucose lipid carrier transferase (NCBI)	0.5462	35	wcaJ	2120160	2121554
16156	b2048	1	7023	-	cpsG	phosphomannomutase (NCBI)	0.5507	34	cpsG	2121609	2122979
16157	b2049	1	7023	-	cpsB	mannose-1-phosphate guanyltransferase (NCBI)	0.5518	36	cpsB	2123084	2124520
16158	b2050	1	7023	-	wcaI	predicted glycosyl transferase (NCBI)	0.5556	26	wcaI	2124523	2125746
16159	b2051	1	7023	-	wcaH	GDP-mannose mannosyl hydrolase (VIMSS)	0.5458	12	gmm	2125743	2126222
16160	b2052	1	7023	-	fcl	bifunctional GDP-fucose synthetase: GDP-4-dehydro-6-deoxy-D-mannose epimerase/ GDP-4-dehydro-6-L-deoxygalactose reductase (NCBI)	0.5642	20	fcl	2126225	2127190
16161	b2053	1	7023	-	gmd	GDP-D-mannose dehydratase, NAD(P)-binding (NCBI)	0.5481	30	gmd	2127193	2128314
16162	b2054	1	7023	-	wcaF	predicted acyl transferase (NCBI)	0.4791	29	wcaF	2128340	2128888
16163	b2055	1	7023	-	wcaE	predicted glycosyl transferase (NCBI)	0.4552	34	wcaE	2128904	2129650
16164	b2056	1	7023	-	wcaD	predicted colanic acid polymerase (NCBI)	0.4204	64	wcaD	2129661	2130878
16165	b2057	1	7023	-	wcaC	predicted glycosyl transferase (NCBI)	0.5361	37	wcaC	2130853	2132070
16166	b2058	1	7023	-	wcaB	predicted acyl transferase (NCBI)	0.5399	15	wcaB	2132067	2132555
16167	b2059	1	7023	-	wcaA	predicted glycosyl transferase (NCBI)	0.5155	30	wcaA	2132558	2133397
16168	b2060	1	7023	-	b2060	orf, hypothetical protein (VIMSS)	0.5266	60	wzc	2133490	2135652
16169	b2061	1	7023	-	wzb	protein-tyrosine phosphatase (NCBI)	0.545	12	wzb	2135655	2136098
16170	b2062	1	7023	-	wza	lipoprotein required for capsular polysaccharide translocation through the outer membrane (NCBI)	0.5377	36	wza	2136104	2137243
16171	b2063	1	7023	+	yegH	putative transport protein (VIMSS)	0.5316	46	yegH	2137902	2139485
16172	b2064	1	7023	-	asmA	predicted assembly protein (NCBI)	0.5254	48	asmA	2139759	2141612
16173	b2065	1	7023	-	dcd	deoxycytidine triphosphate deaminase (NCBI)	0.6031	11	dcd	2141634	2142215
16174	b2066	1	7023	-	udk	uridine/cytidine kinase (VIMSS)	0.4875	21	udk	2142307	2142948
16175	b2067	1	7023	+	yegE	predicted diguanylate cyclase, GGDEF domain signalling protein (NCBI)	0.5235	107	dgcE	2143266	2146583
16176	b2068	1	7023	-	alkA	3-methyl-adenine DNA glycosylase II (NCBI)	0.5559	28	alkA	2146692	2147540
16177	b2069	1	7023	+	yegD	putative heat shock protein (VIMSS)	0.561	37	yegD	2147674	2149026
16178	b2070	1	7023	-	yegI	hypothetical protein (NCBI)	0.5085	73	yegI	2149039	2150985
16179	b2071	1	7023	+	yegJ	hypothetical protein (NCBI)	0.4113	29	yegJ	2151185	2151646
16180	b2072	1	7023	-	yegK	hypothetical protein (NCBI)	0.5223	22	pphC	2151711	2152472
16181	b2073	1	7023	-	yegL	hypothetical protein (NCBI)	0.5106	24	yegL	2152469	2153128
1936676	b4436	6	7023	+	ryeC	Novel sRNA, function unknown; paralogous to the other QUAD sRNA genes unknown (RefSeq)	0.4825	9	sibA	2153311	2153454
7497356	b4667	1	7023	-	ibsA	toxic membrane protein (RefSeq)	0.4	4	ibsA	2153349	2153408
1936677	b4437	6	7023	+	ryeD	Novel sRNA, function unknown; paralogous to the other QUAD sRNA genes (RefSeq)	0.5368	8	sibB	2153646	2153781
7497357	b4668	1	7023	-	ibsB	toxic membrane protein (RefSeq)	0.4386	3	ibsB	2153681	2153737
16182	b2074	1	7023	+	b2074	putative membrane protein (VIMSS)	0.5529	39	mdtA	2154016	2155263
16183	b2075	1	7023	+	mdtB	multidrug efflux system, subunit B (NCBI)	0.5661	81	mdtB	2155263	2158385
16184	b2076	1	7023	+	mdtC	multidrug efflux system, subunit C (NCBI)	0.5627	82	mdtC	2158386	2161463
16185	b2077	1	7023	+	mdtD	multidrug efflux system protein (NCBI)	0.5551	37	mdtD	2161464	2162879
16186	b2078	1	7023	+	baeS	sensory histidine kinase in two-component regulatory system with BaeR (NCBI)	0.537	36	baeS	2162876	2164279
16187	b2079	1	7023	+	baeR	DNA-binding response regulator in two-component regulatory system with BaeS (NCBI)	0.5408	18	baeR	2164276	2164998
16188	b2080	1	7023	+	b2080	orf, hypothetical protein (VIMSS)	0.4805	13	yegP	2165189	2165521
16189	b2081	1	7023	+	yegQ	predicted peptidase (NCBI)	0.5411	36	trhP	2165668	2167029
1936680	b4438	6	7023	+	cyaR	sRNA effector of ompX mRNA instability, cAMP-induced; hfq-dependent (RefSeq)	0.4253	7	cyaR	2167114	2167200
16190	b2082	1	7023	-	ogrK	DNA-binding transcriptional regulator prophage P2 remnant (NCBI)	0.5068	8	ogrK	2167302	2167520
16191	b2083	7	7023	-	yegZ	orf, hypothetical protein (VIMSS)	0.4836	10	yegZ	2167602	2167820
16193	b2085	1	7023	-	b2085	orf, hypothetical protein (VIMSS)	0.3648	24	yegR	2167989	2168306
16194	b2086	1	7023	+	yegS	hypothetical protein (NCBI)	0.4967	34	yegS	2168712	2169611
1936682	b4498	7	7023	-	gatR	NA	0.4421	27	gatR	NA	NA
16196	b2088	1	7023	+	insE	IS3 element protein InsE (RefSeq)	0.5	7	insE5	2170236	2170535
16197	b2089	1	7023	+	insF-5	IS3 element protein InsF (NCBI)	0.5513	29	insF5	2170532	2171398
16198	b2091	1	7023	-	gatD	galactitol-1-phosphate dehydrogenase, Zn-dependent and NAD(P)-binding (NCBI)	0.488	46	gatD	2171833	2172873
16199	b2092	1	7023	-	gatC	galactitol-specific enzyme IIC component of PTS (NCBI)	0.5118	45	gatC	2172921	2174278
16200	b2093	1	7023	-	gatB	galactitol-specific enzyme IIB component of PTS (NCBI)	0.4175	17	gatB	2174282	2174566
16201	b2094	1	7023	-	gatA	galactitol-specific enzyme IIA component of PTS (NCBI)	0.426	21	gatA	2174597	2175049
16202	b2095	1	7023	-	gatZ	D-tagatose 1,6-bisphosphate aldolase 2, subunit (NCBI)	0.4893	46	gatZ	2175059	2176321
16203	b2096	1	7023	-	gatY	tagatose-bisphosphate aldolase 1 (VIMSS)	0.531	16	gatY	2176350	2177204
16204	b2097	1	7023	-	b2097	orf, hypothetical protein (VIMSS)	0.5119	44	fbaB	2177512	2178564
16205	b2098	1	7023	+	yegT	predicted nucleoside transporter (NCBI)	0.5023	48	yegT	2178821	2180098
16206	b2099	1	7023	+	yegU	predicted hydrolase (NCBI)	0.5562	25	yegU	2180095	2181099
16207	b2100	1	7023	+	yegV	predicted kinase (NCBI)	0.5694	26	yegV	2181096	2182061
16208	b2101	1	7023	-	yegW	predicted DNA-binding transcriptional regulator (NCBI)	0.5141	27	yegW	2182035	2182781
16209	b2102	1	7023	-	yegX	orf, hypothetical protein (VIMSS)	0.4799	34	yegX	2182833	2183651
16210	b2103	1	7023	-	thiD	phosphomethylpyrimidine kinase (NCBI)	0.5543	25	thiD	2183716	2184516
16211	b2104	1	7023	-	thiM	hydroxyethylthiazole kinase (NCBI)	0.5412	25	thiM	2184513	2185301
16212	b2105	1	7023	-	yohL	hypothetical protein (NCBI)	0.4835	6	rcnR	2185524	2185796
16213	b2106	1	7023	+	yohM	membrane protein conferring nickel and cobalt resistance (NCBI)	0.5152	23	rcnA	2185917	2186741
16214	b2107	1	7023	+	b2107	orf, hypothetical protein (VIMSS)	0.4985	18	rcnB	2186960	2187298
