locusId	sysName	type	scaffoldId	begin	end	strand	old_name	desc	GC	nTA	name
1936785	b2530	1	7023	2658339	2659553	-	iscS	cysteine desulfurase (NCBI)	0.5333	38	iscS
16632	b2533	1	7023	2661464	2662267	+	suhB	inositol monophosphatase (NCBI)	0.5448	29	suhB
16650	b2551	1	7023	2682276	2683529	-	glyA	serine hydroxymethyltransferase (NCBI)	0.5335	47	glyA
16658	b2559	1	7023	2695376	2695879	-	tadA	tRNA-specific adenosine deaminase (RefSeq)	0.5476	11	tadA
16662	b2563	1	7023	2698640	2699020	-	acpS	4'-phosphopantetheinyl transferase (NCBI)	0.5144	11	acpS
16665	b2566	1	7023	2700503	2701408	-	era	GTP-binding protein Era (NCBI)	0.5232	18	era
16666	b2567	1	7023	2701405	2702085	-	rnc	ribonuclease III (NCBI)	0.5066	29	rnc
16667	b2568	1	7023	2702357	2703331	-	lepB	leader peptidase (signal peptidase I) (NCBI)	0.52	27	lepB
16672	b2573	1	7023	2707459	2708034	-	rpoE	RNA polymerase, sigma 24 (sigma E) factor (NCBI)	0.4878	27	rpoE
16684	b2585	1	7023	2720749	2722104	+	pssA	phosphatidylserine synthase; phospholipid synthesis (VIMSS)	0.4889	53	pssA
1936801	b2588	4	7023	2724091	2724210	-	rrfG	5S ribosomal RNA (NCBI)	0.6417	4	rrfG
1936802	b2589	2	7023	2724303	2727206	-	rrlG	23S ribosomal RNA (NCBI)	0.5341	117	rrlG
1936803	b2590	5	7023	2727391	2727466	-	gltW	tRNA-Glu (NCBI)	0.6447	3	gltW
1936804	b2591	3	7023	2727638	2729179	-	rrsG	16S ribosomal RNA (NCBI)	0.546	51	rrsG
16689	b2594	1	7023	2733053	2734033	-	rluD	23S rRNA pseudouridine synthase (NCBI)	0.528	33	rluD
16690	b2595	1	7023	2734168	2734905	+	yfiO	predicted lipoprotein (NCBI)	0.5122	35	bamD
16693	b2598	1	7023	2735621	2735668	+	pheL	pheA gene leader peptide (NCBI)	0.375	2	pheL
16701	b2606	1	7023	2742205	2742552	-	rplS	50S ribosomal protein L19 (NCBI)	0.4828	13	rplS
16702	b2607	1	7023	2742594	2743361	-	trmD	tRNA (guanine-N(1)-)-methyltransferase (NCBI)	0.5339	19	trmD
16703	b2608	1	7023	2743392	2743940	-	yfjA	orf, hypothetical protein (VIMSS)	0.49	16	rimM
16704	b2609	1	7023	2743959	2744207	-	rpsP	30S ribosomal protein S16 (NCBI)	0.5141	5	rpsP
16705	b2610	1	7023	2744456	2745817	-	ffh	Signal Recognition Particle (SRP) component with 4.5S RNA (ffs) (NCBI)	0.5419	36	ffh
16709	b2615	1	7023	2748853	2749731	+	yfjB	inorganic polyphosphate/ATP-NAD kinase (NCBI)	0.4994	25	nadK
16713	b2619	1	7023	2752310	2752786	-	yfjG	hypothetical protein (NCBI)	0.4717	21	ratA
16714	b2620	1	7023	2752918	2753400	+	smpB	SsrA-binding protein (NCBI)	0.5176	17	smpB
1936812	b2621	6	7023	2753615	2753977	+	ssrA	10Sa RNA SsrA (NCBI)	0.5289	18	ssrA
16733	b2642	1	7023	2771340	2773043	+	yfjW	CP4-57 prophage; predicted inner membrane protein (NCBI)	0.3122	143	yfjW
3446205	b4645	8	7023	2775994	2776007	+	psaA	NA	0.7857	0	psaA
16741	b2650	7	7023	2781660	2783033	-	ypjC	hypothetical protein (RefSeq)	0.3421	91	ypjC
1936822	b2652	5	7023	2783784	2783859	-	ileY	tRNA-Ile (NCBI)	0.5658	3	ileY
1936823	b4462	7	7023	2784419	2786671	+	ygaQ	hypothetical protein (RefSeq)	0.3724	141	ygaQ
1936831	b4442	6	7023	2812824	2812901	+	micA	sRNA effector of ompA mRNA instability in stationary phase; requires Hfq (RefSeq)	0.4103	1	micA
1936832	b2691	5	7023	2815806	2815882	-	argQ	tRNA-Arg (NCBI)	0.5974	4	argQ
1936833	b2692	5	7023	2816081	2816157	-	argZ	tRNA-Arg (NCBI)	0.5974	4	argZ
1936834	b2693	5	7023	2816220	2816296	-	argY	tRNA-Arg (NCBI)	0.5974	4	argY
1936835	b2694	5	7023	2816495	2816571	-	argV	tRNA-Arg (NCBI)	0.5974	4	argV
1936836	b2695	5	7023	2816575	2816667	-	serV	tRNA-Ser (NCBI)	0.6452	2	serV
16780	b2696	1	7023	2816983	2817168	-	csrA	carbon storage regulator (NCBI)	0.4946	7	csrA
16781	b2697	1	7023	2817403	2820033	-	alaS	alanyl-tRNA synthetase (NCBI)	0.5363	71	alaS
16783	b2699	1	7023	2820730	2821791	-	recA	recombinase A (NCBI)	0.5414	31	recA
16830	b2746	1	7023	2869323	2869802	-	ispF	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (NCBI)	0.5375	18	ispF
16831	b2747	1	7023	2869802	2870512	-	ispD	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (NCBI)	0.5541	18	ispD
16832	b2748	1	7023	2870531	2870842	-	ftsB	cell divison protein FtsB (NCBI)	0.5192	11	ftsB
7497361	b4682	1	7023	2903579	2903719	+	yqcG	expressed protein (RefSeq)	0.2411	13	yqcG
16863	b2779	1	7023	2904665	2905963	-	eno	phosphopyruvate hydratase (NCBI)	0.5035	31	eno
16864	b2780	1	7023	2906051	2907688	-	pyrG	CTP synthetase (NCBI)	0.5189	52	pyrG
1936854	b4443	6	7023	2940718	2940923	+	gcvB	GcvB sRNA gene divergent from gcvA (RefSeq)	0.4272	9	gcvB
1936857	b2815	5	7023	2945519	2945595	+	metW	tRNA-Met (NCBI)	0.6623	2	metW
1936858	b2816	5	7023	2945629	2945705	+	metV	tRNA-Met (NCBI)	0.6623	2	metV
16901	b2820	1	7023	2950483	2954025	-	recB	exonuclease V (RecBCD complex), beta subunit (NCBI)	0.5456	91	recB
16908	b2827	1	7023	2962383	2963177	-	thyA	thymidylate synthase (NCBI)	0.5107	23	thyA
16909	b2828	1	7023	2963184	2964059	-	lgt	prolipoprotein diacylglyceryl transferase (NCBI)	0.5285	27	lgt
16911	b2830	1	7023	2966469	2966999	-	nudH	dinucleoside polyphosphate hydrolase (NCBI)	0.4934	17	rppH
16927	b2846	1	7023	2985558	2986190	+	yqeH	orf, hypothetical protein (VIMSS)	0.3744	42	yqeH
16928	b2847	1	7023	2986524	2987333	+	yqeI	predicted transcriptional regulator (NCBI)	0.3963	45	yqeI
16929	b2848	1	7023	2987326	2987808	+	yqeJ	orf, hypothetical protein (VIMSS)	0.3168	33	yqeJ
7497362	b4683	1	7023	2987841	2987921	-	yqeL	expressed protein (RefSeq)	0.2593	6	yqeL
16930	b2849	1	7023	2987957	2988382	-	yqeK	orf, hypothetical protein (VIMSS)	0.3286	27	yqeK
16931	b2850	7	7023	2988576	2989065	+	ygeF	hypothetical protein (NCBI)	0.3224	35	ygeF
16932	b2851	1	7023	2989290	2989781	+	ygeG	predicted chaperone (NCBI)	0.3272	41	ygeG
16933	b2852	1	7023	2990116	2991492	+	ygeH	predictedtranscriptional regulator (NCBI)	0.3471	97	ygeH
16934	b2853	1	7023	2991660	2991878	+	ygeI	hypothetical protein (NCBI)	0.3379	16	ygeI
16935	b2854	7	7023	2991961	2992463	+	pbl	orf, hypothetical protein (VIMSS)	0.34	36	pbl
16937	b2856	7	7023	2992482	2993114	-	ygeK	hypothetical protein (RefSeq)	0.3555	47	ygeL
1936869	b2858	7	7023	2993336	2994042	-	ygeN	hypothetical protein (NCBI)	0.3098	45	ygeN
16941	b2860	1	7023	2994394	2995299	-	insD-4	IS2 insertion element transposase InsAB' (NCBI)	0.5508	25	insD4
16942	b2861	1	7023	2995257	2995622	-	insC	KpLE2 phage-like element; IS2 insertion element repressor InsA (RefSeq)	0.5301	8	insC4
1936872	b2864	5	7023	2997006	2997079	-	glyU	tRNA-Gly (NCBI)	0.5676	3	glyU
16970	b2890	1	7023	3031679	3033196	-	lysS	lysine tRNA synthetase, constitutive (NCBI)	0.531	44	lysS
16971	b2891	1	7023	3033206	3034304	-	prfB	peptide chain release factor RF-2 (NCBI)	0.535	28	prfB
16974	b2894	1	7023	3036869	3037765	-	xerD	site-specific tyrosine recombinase XerD (NCBI)	0.5307	27	xerD
16978	b2898	1	7023	3039335	3040315	+	ygfZ	putative global regulator (NCBI)	0.5392	30	ygfZ
16987	b2907	1	7023	3050362	3051540	-	ubiH	2-octaprenyl-6-methoxyphenyl hydroxylase (NCBI)	0.5954	25	ubiH
7497364	b4665	1	7023	3054912	3054971	-	ibsC	toxic membrane protein (RefSeq)	0.35	4	ibsC
16993	b2914	1	7023	3056688	3057347	-	rpiA	ribose-5-phosphate isomerase A (NCBI)	0.5182	16	rpiA
17004	b2925	1	7023	3068187	3069266	-	fbaA	fructose-bisphosphate aldolase (NCBI)	0.5111	34	fbaA
17005	b2926	1	7023	3069481	3070644	-	pgk	phosphoglycerate kinase (NCBI)	0.5232	33	pgk
17013	b2934	1	7023	3076909	3077352	-	cmtB	predicted mannitol-specific enzyme IIA component of PTS (NCBI)	0.4234	21	cmtB
1936890	b2935	1	7023	3077666	3079657	-	tktA	transketolase 1, thiamin-binding (NCBI)	0.5572	52	tktA
17021	b2942	1	7023	3084728	3085882	+	metK	S-adenosylmethionine synthetase (NCBI)	0.5325	30	metK
17028	b2949	1	7023	3091522	3091938	+	yqgF	Holliday junction resolvase-like protein (NCBI)	0.53	12	yqgF
1936900	b2967	5	7023	3108388	3108463	+	pheV	tRNA-Phe (NCBI)	0.5921	1	pheV
17060	b2982	1	7023	3128200	3129216	+	insH-9	IS5 transposase and trans-activator (NCBI)	0.5467	13	insH9
17094	b3018	1	7023	3160766	3161503	-	plsC	1-acyl-sn-glycerol-3-phosphate acyltransferase (NCBI)	0.4946	25	plsC
17095	b3019	1	7023	3161737	3163995	-	parC	DNA topoisomerase IV subunit A (NCBI)	0.5467	60	parC
17097	b3021	1	7023	3165873	3166268	-	ygiT	predicted DNA-binding transcriptional regulator (NCBI)	0.4217	15	mqsA
17102	b3026	1	7023	3168506	3169855	+	qseC	sensory histidine kinase in two-component regulatory system with QseB (NCBI)	0.5304	39	qseC
17103	b3027	1	7023	3169901	3170233	-	ygiZ	conserved inner membrane protein (NCBI)	0.3423	25	ygiZ
17106	b3030	1	7023	3171526	3173418	-	parE	DNA topoisomerase IV subunit B (NCBI)	0.5357	59	parE
17117	b3041	1	7023	3181835	3182488	-	ribB	3,4-dihydroxy-2-butanone 4-phosphate synthase (NCBI)	0.5183	22	ribB
1936918	b3046	7	7023	3184083	3184111	+	yqiG	predicted outer membrane usher protein (RefSeq)	0.1379	3	yqiG
17120	b3044	1	7023	3184209	3184574	+	insC	KpLE2 phage-like element; IS2 insertion element repressor InsA (RefSeq)	0.5301	9	insC5
17121	b3045	1	7023	3184532	3185437	+	insD-5	IS2 insertion element transposase InsAB' (NCBI)	0.5508	25	insD5
1936920	b4447	6	7023	3192745	3192887	-	rygD	Putative sRNA, function unknown; paralogous to the other QUAD sRNA genes (RefSeq)	0.4825	7	sibD
7497365	b4664	1	7023	3192788	3192847	+	ibsD	toxic membrane protein (RefSeq)	0.3667	3	ibsD
3446209	b4611	6	7023	3193121	3193262	-	rygE	Putative sRNA, function unknown; paralogous to the other QUAD sRNA genes (RefSeq)	0.4648	8	sibE
7497366	b4666	1	7023	3193163	3193222	+	ibsE	toxic membrane protein (RefSeq)	0.3833	3	ibsE
17132	b3056	1	7023	3199913	3201151	+	cca	fused tRNA nucleotidyl transferase/2'3'-cyclic phosphodiesterase/2'nucleotidase and phosphatase (NCBI)	0.5626	31	cca
17134	b3058	1	7023	3202243	3202611	-	ygiG	putative kinase (VIMSS)	0.5095	10	folB
17140	b3064	1	7023	3207552	3208565	-	ygjD	O-sialoglycoprotein endopeptidase (NCBI)	0.5769	32	tsaD
17141	b3065	1	7023	3208803	3209018	+	rpsU	30S ribosomal protein S21 (NCBI)	0.5185	5	rpsU
17142	b3066	1	7023	3209129	3210874	+	dnaG	DNA primase (NCBI)	0.5229	55	dnaG
17143	b3067	1	7023	3211069	3212910	+	rpoD	RNA polymerase sigma factor (NCBI)	0.5299	36	rpoD
1936922	b3069	5	7023	3213620	3213695	+	ileX	tRNA-Ile (NCBI)	0.5921	2	ileX
17195	b3121	1	7023	3266437	3267624	+	yhaC	hypothetical protein (NCBI)	0.3182	93	yhaC
1936941	b3123	6	7023	3268238	3268614	-	rnpB	RNase P RNA component precursor RnpB (NCBI)	0.618	12	rnpB
1936951	b4449	6	7023	3309247	3309420	+	sraG	unknown RNA (NCBI)	0.4943	8	sraG
17238	b3165	1	7023	3309437	3309706	-	rpsO	30S ribosomal protein S15 (NCBI)	0.5185	7	rpsO
17240	b3167	1	7023	3310799	3311200	-	rbfA	ribosome-binding factor A (NCBI)	0.5299	7	rbfA
17241	b3168	1	7023	3311364	3314036	-	infB	translation initiation factor IF-2 (NCBI)	0.5342	69	infB
17243	b3170	1	7023	3315576	3316028	-	rimP	conserved protein (RefSeq)	0.4857	15	rimP
1936953	b3171	5	7023	3316235	3316311	-	metY	tRNA-Met (NCBI)	0.6494	2	metY
1936955	b3174	5	7023	3320094	3320180	-	leuU	tRNA-Leu (NCBI)	0.5747	5	leuU
17246	b3175	1	7023	3320195	3320527	-	secG	protein-export membrane protein (NCBI)	0.4955	9	secG
17247	b3176	1	7023	3320755	3322092	-	glmM	phosphoglucosamine mutase (NCBI)	0.5441	45	glmM
17248	b3177	1	7023	3322085	3322933	-	folP	7,8-dihydropteroate synthase (VIMSS)	0.5159	21	folP
17249	b3178	1	7023	3323023	3324957	-	ftsH	protease, ATP-dependent zinc-metallo (NCBI)	0.5359	44	ftsH
17250	b3179	1	7023	3325057	3325686	-	rlmE	23S rRNA U2552 ribose 2'-O-methyltransferase, SAM-dependent (NCBI)	0.5048	20	rlmE
17254	b3183	1	7023	3328604	3329776	-	obgE	GTPase involved in cell partioning and DNA repair (NCBI)	0.532	38	obgE
17256	b3185	1	7023	3330884	3331141	-	rpmA	50S ribosomal protein L27 (NCBI)	0.5	11	rpmA
17257	b3186	1	7023	3331162	3331473	-	rplU	50S ribosomal protein L21 (NCBI)	0.484	7	rplU
17258	b3187	1	7023	3331732	3332703	+	ispB	octaprenyl diphosphate synthase (NCBI)	0.5267	32	ispB
17260	b3189	1	7023	3333257	3334516	-	murA	UDP-N-acetylglucosamine 1-carboxyvinyltransferase (NCBI)	0.5333	43	murA
17271	b3200	1	7023	3341402	3341959	+	yhbN	predicted transporter subunit: periplasmic-binding component of ABC superfamily (NCBI)	0.4964	20	lptA
17272	b3201	1	7023	3341966	3342691	+	yhbG	predicted transporter subunit: ATP-binding component of ABC superfamily (NCBI)	0.5441	16	lptB
17273	b3202	1	7023	3342739	3344172	+	rpoN	DNA-directed RNA polymerase subunit N (NCBI)	0.5286	38	rpoN
17289	b3218	1	7023	3363724	3364740	-	insH-10	IS5 transposase and trans-activator (NCBI)	0.5467	13	insH10
17301	b3230	1	7023	3375837	3376229	-	rpsI	30S ribosomal protein S9 (NCBI)	0.5242	12	rpsI
17302	b3231	1	7023	3376245	3376673	-	rplM	50S ribosomal protein L13 (NCBI)	0.5058	18	rplM
17304	b3233	1	7023	3378213	3378611	+	yhcB	orf, hypothetical protein (VIMSS)	0.5439	14	zapG
17306	b3235	1	7023	3380222	3381289	+	degS	serine endoprotease, periplasmic (NCBI)	0.5272	44	degS
17319	b3249	1	7023	3396409	3396897	-	mreD	cell wall structural complex MreBCD transmembrane component MreD (NCBI)	0.5133	16	mreD
17321	b3251	1	7023	3398066	3399109	-	mreB	regulator of ftsI, penicillin binding protein 3, septation function (VIMSS)	0.5431	23	mreB
17325	b3255	1	7023	3403458	3403928	+	accB	acetyl-CoA carboxylase (NCBI)	0.518	9	accB
17326	b3256	1	7023	3403939	3405288	+	accC	acetyl-CoA carboxylase (NCBI)	0.5341	42	accC
17331	b3261	1	7023	3409293	3409589	+	fis	DNA-binding protein Fis (NCBI)	0.4714	12	fis
1936978	b3272	4	7023	3421445	3421564	-	rrfF	5S ribosomal RNA (NCBI)	0.6167	4	rrfF
1936979	b3273	5	7023	3421602	3421677	-	thrV	tRNA-Thr (NCBI)	0.5658	3	thrV
1936980	b3274	4	7023	3421690	3421809	-	rrfD	5S ribosomal RNA (NCBI)	0.6417	4	rrfD
1936981	b3275	2	7023	3421902	3424805	-	rrlD	23S ribosomal RNA (NCBI)	0.5334	117	rrlD
1936982	b3276	5	7023	3424980	3425055	-	alaU	tRNA-Ala (NCBI)	0.6316	2	alaU
1936983	b3277	5	7023	3425098	3425174	-	ileU	tRNA-Ile (NCBI)	0.5714	3	ileU
1936984	b3278	3	7023	3425243	3426784	-	rrsD	16S ribosomal RNA (NCBI)	0.5454	51	rrsD
17345	b3282	1	7023	3428865	3429437	-	yrdC	predicted ribosome maturation factor (NCBI)	0.5218	14	tsaC
17349	b3287	1	7023	3431712	3432221	+	def	peptide deformylase (NCBI)	0.4627	19	def
17350	b3288	1	7023	3432236	3433183	+	fmt	methionyl-tRNA formyltransferase (NCBI)	0.5285	22	fmt
17352	b3290	1	7023	3434540	3435916	+	trkA	potassium transporter peripheral membrane component (NCBI)	0.5011	52	trkA
17357	b3294	1	7023	3437638	3438021	-	rplQ	50S ribosomal protein L17 (NCBI)	0.5365	13	rplQ
17358	b3295	1	7023	3438062	3439051	-	rpoA	DNA-directed RNA polymerase subunit alpha (NCBI)	0.5222	33	rpoA
17359	b3296	1	7023	3439077	3439697	-	rpsD	30S ribosomal protein S4 (NCBI)	0.5072	24	rpsD
17360	b3297	1	7023	3439731	3440120	-	rpsK	30S ribosomal protein S11 (NCBI)	0.5154	10	rpsK
17361	b3298	1	7023	3440137	3440493	-	rpsM	30S ribosomal protein S13 (NCBI)	0.5182	9	rpsM
17362	b3299	1	7023	3440640	3440756	-	rpmJ	50S ribosomal protein L36 (NCBI)	0.4786	4	rpmJ
17363	b3300	1	7023	3440788	3442119	-	secY	protein translocase subunit SecY (NCBI)	0.497	56	secY
17364	b3301	1	7023	3442127	3442561	-	rplO	50S ribosomal protein L15 (NCBI)	0.5356	18	rplO
17365	b3302	1	7023	3442565	3442744	-	rpmD	50S ribosomal protein L30 (NCBI)	0.5	6	rpmD
17366	b3303	1	7023	3442748	3443251	-	rpsE	30S ribosomal protein S5 (NCBI)	0.502	21	rpsE
17367	b3304	1	7023	3443266	3443619	-	rplR	50S ribosomal protein L18 (NCBI)	0.5367	13	rplR
17368	b3305	1	7023	3443629	3444162	-	rplF	50S ribosomal protein L6 (NCBI)	0.5206	21	rplF
17369	b3306	1	7023	3444175	3444567	-	rpsH	30S ribosomal protein S8 (NCBI)	0.5013	14	rpsH
17370	b3307	1	7023	3444601	3444906	-	rpsN	30S ribosomal protein S14 (NCBI)	0.5261	9	rpsN
17371	b3308	1	7023	3444921	3445460	-	rplE	50S ribosomal protein L5 (NCBI)	0.4981	18	rplE
17372	b3309	1	7023	3445475	3445789	-	rplX	50S ribosomal protein L24 (NCBI)	0.4603	14	rplX
17373	b3310	1	7023	3445800	3446171	-	rplN	50S ribosomal protein L14 (NCBI)	0.5108	12	rplN
17374	b3311	1	7023	3446336	3446590	-	rpsQ	30S ribosomal protein S17 (NCBI)	0.4745	8	rpsQ
17375	b3312	1	7023	3446590	3446781	-	rpmC	50S ribosomal protein L29 (NCBI)	0.5417	3	rpmC
17376	b3313	1	7023	3446781	3447191	-	rplP	50S ribosomal protein L16 (NCBI)	0.5182	13	rplP
17377	b3314	1	7023	3447204	3447905	-	rpsC	30S ribosomal protein S3 (NCBI)	0.51	32	rpsC
17378	b3315	1	7023	3447923	3448255	-	rplV	50S ribosomal protein L22 (NCBI)	0.4985	8	rplV
17379	b3316	1	7023	3448270	3448548	-	rpsS	30S ribosomal protein S19 (NCBI)	0.4875	8	rpsS
17380	b3317	1	7023	3448565	3449386	-	rplB	50S ribosomal protein L2 (NCBI)	0.5268	27	rplB
17381	b3318	1	7023	3449404	3449706	-	rplW	50S ribosomal protein L23 (NCBI)	0.4818	10	rplW
17382	b3319	1	7023	3449703	3450308	-	rplD	50S ribosomal protein L4 (NCBI)	0.5297	13	rplD
17383	b3320	1	7023	3450319	3450948	-	rplC	50S ribosomal protein L3 (NCBI)	0.5143	27	rplC
17384	b3321	1	7023	3450981	3451292	-	rpsJ	30S ribosomal protein S10 (NCBI)	0.5545	2	rpsJ
17402	b3339	1	7023	3468167	3469351	-	tufA	protein chain elongation factor EF-Tu (duplicate of tufB) (NCBI)	0.5325	34	tufA
17403	b3340	1	7023	3469422	3471536	-	fusA	elongation factor EF-2 (NCBI)	0.5083	66	fusA
17404	b3341	1	7023	3471564	3472103	-	rpsG	30S ribosomal protein S7 (NCBI)	0.5019	24	rpsG
17405	b3342	1	7023	3472200	3472574	-	rpsL	30S ribosomal protein S12 (NCBI)	0.5333	16	rpsL
17406	b3343	1	7023	3472700	3472987	-	yheL	predicted intracellular sulfur oxidation protein (NCBI)	0.5035	12	tusB
17407	b3344	1	7023	3472995	3473354	-	yheM	hypothetical protein (NCBI)	0.5028	11	tusC
17408	b3345	1	7023	3473354	3473740	-	yheN	hypothetical protein (NCBI)	0.553	14	tusD
17420	b3357	1	7023	3484142	3484774	+	crp	DNA-binding transcriptional dual regulator (NCBI)	0.4945	16	crp
17447	b3384	1	7023	3510656	3511660	-	trpS	tryptophanyl-tRNA synthetase (NCBI)	0.5204	34	trpS
17449	b3386	1	7023	3512404	3513081	-	rpe	ribulose-phosphate 3-epimerase (NCBI)	0.5103	20	rpe
17468	b3405	1	7023	3533887	3534606	-	ompR	osmolarity response regulator (NCBI)	0.5514	19	ompR
17495	b3433	1	7023	3571798	3572901	-	asd	aspartate-semialdehyde dehydrogenase (NCBI)	0.5417	35	asd
17503	b3442	1	7023	3579886	3581064	+	yhhZ	hypothetical protein (NCBI)	0.3401	98	yhhZ
17505	b3444	1	7023	3581506	3581781	+	insA-6	IS1 repressor protein InsA (NCBI)	0.529	9	insA6
17506	b3445	1	7023	3581700	3582203	+	insB-6	IS1 transposase InsAB' (NCBI)	0.5456	16	insB6
3446212	b4612	1	7023	3582427	3582582	+	yrhD	hypothetical protein (RefSeq)	0.3269	13	yrhD
17522	b3461	1	7023	3597952	3598806	-	rpoH	RNA polymerase sigma factor (NCBI)	0.5415	19	rpoH
17524	b3463	1	7023	3600102	3600770	-	ftsE	predicted transporter subunit: ATP-binding component of ABC superfamily (NCBI)	0.5635	18	ftsE
17525	b3464	1	7023	3600773	3602266	-	ftsY	fused Signal Recognition Particle (SRP) receptor: membrane binding protein/conserved protein (NCBI)	0.5348	28	ftsY
17531	b3470	1	7023	3606774	3607019	-	yhhP	cell developmental protein SirA (NCBI)	0.5366	8	tusA
17544	b3483	1	7023	3621422	3621805	+	yhhH	orf, hypothetical protein (VIMSS)	0.3333	31	yhhH
1937031	b4552	7	7023	3621910	3622260	+	yrhC	NA	0.3533	26	yrhC
3446214	b4660	7	7023	3630875	3632481	-	yhiL	NA	0.3491	126	yhiL
17565	b3504	7	7023	3649314	3650054	+	yhiS	hypothetical protein (RefSeq)	0.3522	49	yhiS
17566	b3505	1	7023	3650205	3651221	-	insH-11	IS5 transposase and trans-activator (NCBI)	0.5467	13	insH11
12785252	b4704	6	7023	3656009	3656077	-	arrS	Antisense sRNA ArrS, function unknown (NCBI)	0.3913	3	arrS
17616	b3556	1	7023	3718072	3718284	+	cspA	major cold shock protein (NCBI)	0.4836	6	cspA
1937055	b4455	1	7023	3718471	3718623	-	hokA	toxic polypeptide, small (NCBI)	0.3529	9	hokA
3446217	b4647	7	7023	3718471	3718655	-	mokA	NA	0.3784	11	mokA
17620	b3559	1	7023	3720351	3722420	-	glyS	glycyl-tRNA synthetase subunit beta (NCBI)	0.5541	52	glyS
17621	b3560	1	7023	3722430	3723341	-	glyQ	glycyl-tRNA synthetase subunit alpha (NCBI)	0.5614	26	glyQ
17657	b3596	1	7023	3766200	3766661	+	yibG	hypothetical protein (NCBI)	0.3225	31	yibG
3446227	b4651	7	7023	3766915	3766998	+	yibW	NA	0.3095	8	yibW
3446228	b4615	7	7023	3767368	3767806	+	yibV	hypothetical protein, no homologs (RefSeq)	0.3349	38	yibV
17668	b3607	1	7023	3779764	3780585	-	cysE	serine acetyltransferase (NCBI)	0.5353	23	cysE
17669	b3608	1	7023	3780665	3781684	-	gpsA	NAD(P)H-dependent glycerol-3-phosphate dehydrogenase (NCBI)	0.5676	24	gpsA
17674	b3613	1	7023	3784861	3786120	+	yibP	putative membrane protein (VIMSS)	0.5706	26	envC
17682	b3621	1	7023	3794002	3794961	+	rfaC	ADP-heptose:LPS heptosyl transferase I (NCBI)	0.5104	36	waaC
17694	b3633	1	7023	3806563	3807840	+	kdtA	3-deoxy-D-manno-octulosonic-acid transferase (NCBI)	0.5391	48	waaA
17695	b3634	1	7023	3807848	3808327	+	coaD	phosphopantetheine adenylyltransferase (NCBI)	0.5271	13	coaD
17698	b3637	1	7023	3809461	3809697	-	rpmB	50S ribosomal protein L28 (NCBI)	0.5316	8	rpmB
17700	b3639	1	7023	3810754	3811974	+	dfp	flavoprotein affecting synthesis of DNA and pantothenate metabolism (VIMSS)	0.5364	42	dfp
17701	b3640	1	7023	3811955	3812410	+	dut	deoxyuridine 5'-triphosphate nucleotidohydrolase (NCBI)	0.5461	12	dut
17709	b3648	1	7023	3819451	3820074	+	gmk	guanylate kinase (NCBI)	0.4904	22	gmk
3446233	b4616	6	7023	3851141	3851280	-	istR	sRNAs IstR-1 and IstR-2, tisB regulators (RefSeq)	0.5071	5	istR
1937098	b3699	1	7023	3875728	3878142	-	gyrB	DNA gyrase subunit B (NCBI)	0.54990000000000006	61	gyrB
17760	b3701	1	7023	3879244	3880344	-	dnaN	DNA polymerase III subunit beta (NCBI)	0.5422	25	dnaN
17761	b3702	1	7023	3880349	3881752	-	dnaA	chromosomal replication initiation protein (NCBI)	0.5406	42	dnaA
17762	b3703	1	7023	3882359	3882499	+	rpmH	50S ribosomal protein L34 (NCBI)	0.5177	5	rpmH
17763	b3704	1	7023	3882516	3882875	+	rnpA	ribonuclease P (NCBI)	0.5583	8	rnpA
17765	b3705	1	7023	3883099	3884745	+	yidC	inner membrane protein translocase component YidC (NCBI)	0.5367	48	yidC
17767	b3707	1	7023	3886458	3886532	+	tnaC	tryptophanase leader peptide (NCBI)	0.3467	4	tnaC
17784	b3724	1	7023	3904876	3905601	-	phoU	negative regulator of PhoR/PhoB two-component regulator (NCBI)	0.5262	24	phoU
17785	b3725	1	7023	3905616	3906389	-	pstB	phosphate transporter subunit (NCBI)	0.5233	19	pstB
17789	b3729	1	7023	3909862	3911691	-	glmS	D-fructose-6-phosphate amidotransferase (NCBI)	0.5355	49	glmS
17790	b3730	1	7023	3911853	3913223	-	glmU	bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase (NCBI)	0.5266	41	glmU
17791	b3731	1	7023	3913576	3913995	-	atpC	F0F1 ATP synthase subunit epsilon (NCBI)	0.5524	11	atpC
17792	b3732	1	7023	3914016	3915398	-	atpD	F0F1 ATP synthase subunit beta (NCBI)	0.5474	47	atpD
17793	b3733	1	7023	3915425	3916288	-	atpG	F0F1 ATP synthase subunit gamma (NCBI)	0.5347	24	atpG
17794	b3734	1	7023	3916339	3917880	-	atpA	F0F1 ATP synthase subunit alpha (NCBI)	0.5337	50	atpA
17795	b3735	1	7023	3917893	3918426	-	atpH	F0F1 ATP synthase subunit delta (NCBI)	0.5187	13	atpH
17796	b3736	1	7023	3918441	3918911	-	atpF	F0F1 ATP synthase subunit B (NCBI)	0.5287	10	atpF
17797	b3737	1	7023	3918973	3919212	-	atpE	F0F1 ATP synthase subunit C (NCBI)	0.5417	8	atpE
17798	b3738	1	7023	3919259	3920074	-	atpB	F0F1 ATP synthase subunit A (NCBI)	0.5025	22	atpB
